STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,FINANCING_SCHEME,Financing scheme,FINANCING_SCHEME_REV,Revenues of financing schemes,FUNCTION,Health function,MODE_PROVISION,Mode of provision,PROVIDER,Health care provider,FACTOR_PROVISION,Factor of provision,ASSET_TYPE,Asset type,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,CURRENCY,Currency,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,NLD,Netherlands,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,_T,Total,HP35,Providers of home healthcare services,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.014,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,DEU,Germany,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,HBOUT,Outpatient,HP1,Hospitals,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.07,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,MEX,Mexico,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF31,Out-of-pocket excluding cost-sharing,_Z,Not application,HC1,Curative care,HB,Home-based,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.007,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,MLT,Malta,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF3,Household out-of-pocket payments,_Z,Not application,HC1,Curative care,HBEDT,Inpatient,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.067,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,LUX,Luxembourg,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,_T,Total,HP1,Hospitals,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,1.327,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,ISL,Iceland,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF11,Government schemes,_Z,Not application,HC1,Curative care,HBOUT,Outpatient,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,1.329,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CRI,Costa Rica,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF21,Voluntary health insurance schemes,_Z,Not application,HC1,Curative care,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.161,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CRI,Costa Rica,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF31,Out-of-pocket excluding cost-sharing,_Z,Not application,HC1,Curative care,HBOUT,Outpatient,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.605,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,FRA,France,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF121,Social health insurance schemes,_Z,Not application,HC1,Curative care,HB,Home-based,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.421,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,SVN,Slovenia,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,HBOUT,Outpatient,HP32,Dental practices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.25,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,KOR,Korea,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF2HF3,Voluntary schemes/household out-of-pocket payments,_Z,Not application,HC1,Curative care,HBEDT,Inpatient,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.657,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,SVK,Slovak Republic,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF12HF13,Compulsory contributory health insurance schemes,_Z,Not application,HC1,Curative care,HBEDT,Inpatient,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,1.676,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CAN,Canada,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,HBOUT,Outpatient,HP1,Hospitals,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.626,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CYP,Cyprus,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF2HF3,Voluntary schemes/household out-of-pocket payments,_Z,Not application,HC1,Curative care,HB,Home-based,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.005,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,HRV,Croatia,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,DAY,Day,HP13,Specialised hospitals (other than mental health hospitals),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.009,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CZE,Czechia,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,HBOUT,Outpatient,HP9,Rest of the world,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.002,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CRI,Costa Rica,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,HBOUT,Outpatient,HP31,Medical practices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.324,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,LVA,Latvia,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF2HF3,Voluntary schemes/household out-of-pocket payments,_Z,Not application,HC1,Curative care,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,1.16,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CYP,Cyprus,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,HBEDT,Inpatient,HP13,Specialised hospitals (other than mental health hospitals),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.113,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,EST,Estonia,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,DAY,Day,HP34,Ambulatory,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.022,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,POL,Poland,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,HB,Home-based,HP13,Specialised hospitals (other than mental health hospitals),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.002,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,EST,Estonia,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF2HF3,Voluntary schemes/household out-of-pocket payments,_Z,Not application,HC1,Curative care,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.636,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,MEX,Mexico,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF121,Social health insurance schemes,_Z,Not application,HC1,Curative care,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,1.316,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,KOR,Korea,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF23,Enterprise financing schemes,_Z,Not application,HC1,Curative care,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.006,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,NLD,Netherlands,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,HBOUT,Outpatient,HP3,Providers of ambulatory healthcare,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,1.148,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,JPN,Japan,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF11,Government schemes,_Z,Not application,HC1,Curative care,HB,Home-based,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.014,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,LUX,Luxembourg,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,HBOUT,Outpatient,HP1,Hospitals,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.248,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,DNK,Denmark,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,_T,Total,HP32,Dental practices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.557,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,HUN,Hungary,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF21,Voluntary health insurance schemes,_Z,Not application,HC1,Curative care,DAY,Day,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.001,,,,,,B,Time series break,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,COL,Colombia,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF2,Voluntary health care payment schemes,_Z,Not application,HC1,Curative care,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.157,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,MEX,Mexico,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,HB,Home-based,HP3,Providers of ambulatory healthcare,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.007,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,HRV,Croatia,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF21,Voluntary health insurance schemes,_Z,Not application,HC1,Curative care,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.221,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CAN,Canada,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,HB,Home-based,HP13,Specialised hospitals (other than mental health hospitals),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.004,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,FIN,Finland,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,_T,Total,HP34,Ambulatory,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,1.196,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,GBR,United Kingdom,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF3,Household out-of-pocket payments,_Z,Not application,HC1,Curative care,HBOUT,Outpatient,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.262,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,AUT,Austria,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,HBOUT,Outpatient,HP31,Medical practices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.885,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,AUS,Australia,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF23,Enterprise financing schemes,_Z,Not application,HC1,Curative care,HBOUT,Outpatient,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.001,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,DEU,Germany,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF1,Government/compulsory schemes,_Z,Not application,HC1,Curative care,DAY,Day,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.112,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,POL,Poland,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF11,Government schemes,_Z,Not application,HC1,Curative care,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.089,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,SVK,Slovak Republic,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,HBOUT,Outpatient,HP33,Other healthcare practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.074,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,GRC,Greece,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,HBOUT,Outpatient,HP1,Hospitals,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.226,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,AUS,Australia,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,6.122,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,ISR,Israel,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,HBOUT,Outpatient,HP32,Dental practices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.541,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CRI,Costa Rica,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,_T,Total,HP5,Retailers and other providers of medical goods,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.012,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,HUN,Hungary,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,_T,Total,HP3,Providers of ambulatory healthcare,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,1.351,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,ISL,Iceland,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF3,Household out-of-pocket payments,_Z,Not application,HC1,Curative care,HBOUT,Outpatient,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.656,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CHE,Switzerland,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,HBOUT,Outpatient,HP1,Hospitals,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.672,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,ROU,Romania,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,DAY,Day,HP34,Ambulatory,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.121,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,LTU,Lithuania,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF12HF13,Compulsory contributory health insurance schemes,_Z,Not application,HC1,Curative care,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,2.541,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,EST,Estonia,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,HB,Home-based,HP1,Hospitals,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.01,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,KOR,Korea,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,DAY,Day,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.019,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,FIN,Finland,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,HBEDT,Inpatient,HP1,Hospitals,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,1.605,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,ESP,Spain,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,HBOUT,Outpatient,HP33,Other healthcare practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.115,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,PRT,Portugal,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,HBOUT,Outpatient,HP82,All other industries as secondary providers of healthcare,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.007,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,MEX,Mexico,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,HBEDT,Inpatient,HP1,Hospitals,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,1.508,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,JPN,Japan,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF2HF3,Voluntary schemes/household out-of-pocket payments,_Z,Not application,HC1,Curative care,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.708,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,FIN,Finland,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF23,Enterprise financing schemes,_Z,Not application,HC1,Curative care,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.122,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,AUT,Austria,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF3,Household out-of-pocket payments,_Z,Not application,HC1,Curative care,HBOUT,Outpatient,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.602,,,,,,D,Definition differs,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,HUN,Hungary,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF1,Government/compulsory schemes,_Z,Not application,HC1,Curative care,HBEDT,Inpatient,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,1.58,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,COL,Colombia,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF11,Government schemes,_Z,Not application,HC1,Curative care,DAY,Day,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.134,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,NLD,Netherlands,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF122,Compulsory private insurance schemes,_Z,Not application,HC1,Curative care,DAY,Day,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.439,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,BRA,Brazil,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,_T,Total,_Z,Not application,HC1,Curative care,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,4.573,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,POL,Poland,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF3,Household out-of-pocket payments,_Z,Not application,HC1,Curative care,HB,Home-based,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.001,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,FRA,France,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF121,Social health insurance schemes,_Z,Not application,HC1,Curative care,DAY,Day,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.397,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,EST,Estonia,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF12HF13,Compulsory contributory health insurance schemes,_Z,Not application,HC1,Curative care,HBOUT,Outpatient,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,1.184,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,LUX,Luxembourg,A,Annual,EXP_HEALTH,Expenditure,PT_B1GQ,Percentage of GDP,HF1,Government/compulsory schemes,_Z,Not application,HC1,Curative care,DAY,Day,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.172,,,,,,,,,,,,0,Units,1,One
